,InvoiceNo,StockCode,name,parent_category,Quantity,InvoiceDate,price,CustomerID
21173,106761,3107,CAPPY YAŞIL ALMA ŞİRƏSİ  1 LT,ALKOQOLSUZ İÇKİLƏR,5,05/03/2022 13:36,1.99,2322
21174,909942,2634,KENT SELECT KAPSUL SIQARET,SİQARETLƏR,1,11/12/2022 01:24,3.7,5097
21175,753625,90,FRISO GOLD 2 UŞAQ QİDASI 6-12AY 400QR,KÖRPƏ VƏ UŞAQLAR,4,05/15/2022 16:15,18.75,7941
21176,197112,2266,ELIDOR SAMPUN ELVIN LEVINLER NAR TERKIBLI 650 ML,ŞƏXSİ BAXIM,5,10/11/2022 23:20,9.0,1543
21177,210974,3141,FINAL ZEYTUN QARGIDALI YAG 1L,BAQQALİYƏ,2,03/18/2022 21:20,7.05,7883
21178,557434,873,MILLA YOGURT QARA ALBALI 3 5% 115 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,04/08/2022 04:41,0.59,2644
21179,514727,40,KABRITA 1 GOLD 800GR NEW,KÖRPƏ VƏ UŞAQLAR,3,11/03/2022 21:56,112.0,3050
21180,857147,2489,SİYƏZƏN TOYUQ CİYƏRİ,ƏT VƏ TOYUQ,5,07/08/2022 20:12,3.15,2519
21181,752949,633,ÇIKO BADAM 90 QR,ŞİRNİYYAT,1,06/04/2022 16:52,3.19,6276
21182,967382,108,UZUN OMUR IVANOVKA SHOR 1KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,2,02/20/2023 17:49,6.73,2660
21183,839950,1997,PROTEX SABUN ANTİBAKTERİAL ULTRA 90 QR,ŞƏXSİ BAXIM,4,06/28/2022 21:49,1.75,5876
21184,963465,2084,SAVALAN REZERVE QIRMIZI TURŞ ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,3,09/13/2022 00:35,23.19,1944
21185,511137,1199,MUTLU MAKARON   SPİRAL 500QR,BAQQALİYƏ,4,03/22/2022 09:15,1.49,3855
21186,420775,3404,PAŞABAHÇE KASA 16.2SM (OLIVE),EV VƏ MƏTBƏX ƏŞYALARI,1,10/03/2022 06:14,3.99,9976
21187,274781,2865,LINDT EXCELLENCE MORUQLU TÜND PLİTKA ŞOKOLAD  100 QR,ŞİRNİYYAT,3,04/09/2022 09:36,6.49,9873
21188,783722,2407,BELLA HERBS GÜNDƏLİK BEZ 60 ƏDƏD,ŞƏXSİ BAXIM,5,01/04/2023 07:20,6.35,1404
21189,311266,2088,SAVALAN KABERNE QIRMIZI KƏMŞİRİN ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,1,10/19/2022 22:39,14.09,8943
21190,809517,1539,PAPIA TUV.KAG.BALI GUL 4/14 (375),EV TƏMİZLİYİ VƏ AKSESUARLARI,2,05/17/2022 02:33,4.35,5869
21191,377578,2019,NESTLE NESCAFE KLASSIK QƏHVƏ 130Q PAKET,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,03/21/2022 00:02,7.09,8782
21192,336786,3220,SAB HİND TOYUĞU ƏTİNDƏN BİŞMİŞ KOLBASA KQ,QASTRONOMİYA,3,05/10/2022 10:48,20.95,4113
21193,928882,3034,WINCHESTER KSS SILVER SIQARET,SİQARETLƏR,5,03/20/2023 22:44,2.8,7932
21194,733621,233,SAB LYUBİTEL KOLBASA KQ,QASTRONOMİYA,5,10/07/2022 00:59,13.6,1092
21195,805574,1088,FRİXX ACİKA ÇİPS  70 QR,ŞİRNİYYAT,2,04/06/2022 09:27,1.15,4909
21196,194857,189,UZUN OMUR KESMIK ELA NOV 200QR,SÜD MƏHSULLARI VƏ YUMURTALAR,1,08/30/2022 23:29,2.09,2157
21197,732389,1000,BONDUELLE QIRMIZI LOBYA 425ML,BAQQALİYƏ,2,10/12/2022 14:12,3.35,6208
21198,935674,583,BLENDER MESKO MS 4060V,MƏİŞƏT TEXNİKASI,4,03/27/2023 00:33,79.99,7614
21199,259509,1668,PERSIL YUYUCU TOZ VERNEL ƏTİRLİ 3 KQ,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,10/01/2022 01:24,18.99,6880
21200,998531,2632,WANT LINE X RED SIQARET,SİQARETLƏR,4,04/30/2022 15:17,2.6,9972
21201,363731,2860,LYUBIMOV SÜDLÜ PLITKA ŞOKOLAD 85 QR,ŞİRNİYYAT,1,03/29/2023 15:15,1.79,4020
21202,921777,3313,DERMOKIL HOLOQRAM SOYULAN UZ MASKASI 15 ML,ŞƏXSİ BAXIM,3,05/13/2022 21:38,2.59,9557
21203,781042,1781,SANDORA ŞAFTALI ŞİRƏSİ  0.25 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",3,04/05/2022 10:38,0.79,7380
21204,149990,1688,ARIEL TOZ RƏNGLİ PALTARLAR ÜÇÜN 5 KG,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,05/01/2022 19:18,16.99,8504
21205,867854,2402,KOTEX GİGİYENİK BEZ ULTRA QURU GECƏ 14 ƏDƏD,ŞƏXSİ BAXIM,5,06/17/2022 02:39,4.35,9732
21206,540886,2627,WANT LINE X COMPACT BLUEBERRY-MINT KAPSUL SIQARET,SİQARETLƏR,3,04/05/2022 01:31,2.6,9355
21207,450274,1849,BUVA USAQ UCUN MINERAL SU QAZSIZ 6 EDED 330ML,KÖRPƏ VƏ UŞAQLAR,2,11/07/2022 05:51,2.4,2024
21208,876183,431,ABC QABYUYAN MAYE LİMON 750QR,EV TƏMİZLİYİ VƏ AKSESUARLARI,5,06/25/2022 07:38,2.65,6730
21209,850397,2108,SAMSUNG SM-A225 4/64GB BLACK,MƏİŞƏT TEXNİKASI,5,09/13/2022 21:20,459.0,8906
21210,699007,3547,MPRO CANAX PENDİR 1 KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,4,04/12/2022 07:26,10.05,1043
21211,885342,423,ORION CHOCO PİE PEÇENYE 12X30 QR,ŞİRNİYYAT,4,02/09/2023 02:14,4.75,7420
21212,911195,3514,REALME C25Y 4GB 128GB GRAY,MƏİŞƏT TEXNİKASI,5,12/19/2022 15:52,399.0,3499
21213,333666,695,MİSTER TUM  AG GÜNƏBAXAN TUMU 120 QR,ŞİRNİYYAT,2,04/25/2022 16:08,1.49,9835
21214,246559,414,SOLEN OZMO CORNET KONUS FORMALI ŞOKOLADLI VƏ RƏNQLİ KONFETLİ VAFLİ 25 QR,ŞİRNİYYAT,3,04/04/2022 07:59,0.7,3250
21215,336013,2601,7DAYS KRUASAN KAKAO İÇLİKLİ 65 QR,ŞİRNİYYAT,4,08/24/2022 20:34,1.28,8082
21216,485635,3617,FANTA PORTAĞAL  1.5 LT,ALKOQOLSUZ İÇKİLƏR,4,07/10/2022 13:04,1.7,1130
21217,982409,2137,BUXARLI UTU AD 5030 ADLER,MƏİŞƏT TEXNİKASI,1,02/02/2023 17:56,59.0,3371
21218,712443,1545,MORS NƏM SALFET 90 ƏDƏD,EV TƏMİZLİYİ VƏ AKSESUARLARI,1,07/08/2022 06:55,2.19,9989
21219,231708,1305,PREDO XƏSTƏ BEZİ ORTA ÖLÇÜ  30 ƏDƏD,ŞƏXSİ BAXIM,2,11/01/2022 10:29,32.45,5667
21220,997896,616,TOZSORAN MESKO MS 7033,MƏİŞƏT TEXNİKASI,2,03/18/2023 09:40,9.9,4512
21221,769557,1928,WASHING MACHINE F2V5HS2S,MƏİŞƏT TEXNİKASI,1,07/21/2022 10:44,1049.0,2425
21222,762198,1518,EPILYATOR PANAONIC ES-ED53-W520,MƏİŞƏT TEXNİKASI,2,06/15/2022 04:41,129.99,7423
21223,977896,3698,NID PUL BIBER 15Q,BAQQALİYƏ,2,06/08/2022 20:07,0.45,2678
21224,230132,2147,DOGRAYICI  TEFAL MB470B30,MƏİŞƏT TEXNİKASI,1,04/09/2022 05:22,119.99,2576
21225,444704,3086,HUGGIES MEGA USAQ BEZİ OGLAN ÜÇÜN N5 56ED,KÖRPƏ VƏ UŞAQLAR,4,11/06/2022 21:22,41.79,6824
21226,300351,2283,ELIDOR SAMPUN GUCLU VE PARLAQ 650ML,ŞƏXSİ BAXIM,5,06/10/2022 11:07,9.0,4584
21227,852174,2488,SİYƏZƏN TOYUQ AÇIQ,ƏT VƏ TOYUQ,5,01/05/2023 18:01,5.39,1256
21228,762727,449,NZS PİVƏ 0.5 LT,SPİRTLİ İÇKİLƏR,1,05/08/2022 11:47,1.7,1122
21229,338976,63,PRINCESS DODAQ PARILDADICISI ÇİYƏLƏK 10ML,KÖRPƏ VƏ UŞAQLAR,4,06/04/2022 04:20,7.75,4183
21230,928423,1683,TIDE YUYUCU TOZ RƏNGLİ PALTARLAR ÜÇÜN 400 QR,EV TƏMİZLİYİ VƏ AKSESUARLARI,2,03/19/2022 09:51,2.75,9789
21231,590690,322,KAMAR TOYUQ VƏ HİND TOYUĞU ƏTLİ SALYAMİ 250 QR,QASTRONOMİYA,1,03/14/2023 05:11,3.99,9386
21232,197933,3702,NATSIONAL QARABAŞAQ ƏLA KEYFİYYƏT 900QR PAKET,BAQQALİYƏ,1,02/17/2023 01:18,3.25,6319
21233,192621,3303,OSTANKİNO SOÇNIYE SOSİS 450 QR,QASTRONOMİYA,4,11/16/2022 08:12,8.95,8329
21234,443374,845,DANONE DISNEY CIYELEKLI  SUD 180 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,5,06/17/2022 04:36,1.21,3673
21235,906987,2350,SAB NAXCIVAN QATIGI 720 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,08/17/2022 06:41,3.15,2510
21236,685149,1377,KOTEX GÜNDƏLİK BEZİ SUPERSLİM 60ƏD,ŞƏXSİ BAXIM,3,03/26/2022 05:25,5.79,4371
21237,832039,1965,GILLETTE BLU3 BİRDƏFƏLİK ÜLGÜC 3 ƏDƏD,ŞƏXSİ BAXIM,3,02/12/2023 17:19,6.09,9633
21238,169684,3147,ZOLOTOY SOLNISKO GUNEBAXAN YAGI 2 L,BAQQALİYƏ,4,05/16/2022 13:49,8.5,8419
21239,800701,2063,SAVALAN VERDEYO AĞ TURŞ ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,3,06/04/2022 10:29,14.09,4669
21240,175751,3611,SPRITE  1.5 LT,ALKOQOLSUZ İÇKİLƏR,3,06/01/2022 14:15,1.7,1937
21241,643950,154,UZUN OMUR IVANOVKA SHOR 230 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,2,07/15/2022 16:47,2.05,1991
21242,671052,2197,BLENDER ADLER AD 4617,MƏİŞƏT TEXNİKASI,2,03/06/2022 10:01,54.99,9260
21243,777999,2670,WEST SILVER SİQARET,SİQARETLƏR,1,01/14/2023 03:38,2.6,9843
21244,476024,1287,NIVEA SPRAY DEO PUDRA EFFEKTI FRES150ML,ŞƏXSİ BAXIM,3,09/18/2022 05:13,6.75,7885
21245,366137,341,SOGAN QIRMIZI KG,MEYVƏ VƏ TƏRƏVƏZ,1,02/21/2023 14:24,1.59,4320
21246,480322,991,BONDUELLE QIRMIZI LOBYA 212ML TNK,BAQQALİYƏ,1,08/23/2022 10:27,2.15,5864
21247,876943,2955,NEO TERRACOTTA TOBACCO GLO SIQARET,SİQARETLƏR,4,02/19/2023 09:29,4.2,7442
21248,977378,333,CUGUNDUR KG,MEYVƏ VƏ TƏRƏVƏZ,4,12/01/2022 14:53,0.39,9548
21249,498354,2166,EPILYATOR PANASONIC ES-ED94-S520,MƏİŞƏT TEXNİKASI,5,01/23/2023 15:05,179.99,8757
21250,416457,3574,BADAMLI QAZLI SU 0.6 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",5,05/01/2022 01:28,1.0,2266
21251,886111,922,BADAMLI QAZSIZ SU 1.5 LT,ALKOQOLSUZ İÇKİLƏR,5,06/04/2022 17:53,0.95,3593
21252,930004,2654,GLO NEO BOOST RED SİQARET,SİQARETLƏR,1,12/19/2022 17:51,4.2,4350
21253,238452,2633,WINCHESTER BLUE SIQARET,SİQARETLƏR,2,12/07/2022 08:08,2.4,2399
21254,148369,1861,AGUSHA PÜRE ALMA-BANAN VƏ PEÇENYA 90QR,KÖRPƏ VƏ UŞAQLAR,2,03/02/2023 15:30,1.89,4552
21255,775225,845,DANONE DISNEY CIYELEKLI  SUD 180 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,3,06/17/2022 05:39,1.21,8685
21256,218417,1083,PALETTE SAÇ BOYASI ICC N6 ORTA SARIŞIN,ŞƏXSİ BAXIM,4,03/10/2022 17:44,5.79,4255
21257,308378,3663,TORRENT ZEYTUN YAŞIL TUMLU 300GR,BAQQALİYƏ,5,04/02/2022 09:04,2.89,8148
21258,677839,1036,GARNIER COLOR NATURALS SAÇ BOYASI N102,ŞƏXSİ BAXIM,3,09/14/2022 16:49,5.35,2191
21259,670942,2111,SAMSUNG SM-A127 4GB 128GB BLUE,MƏİŞƏT TEXNİKASI,4,04/20/2022 15:11,419.0,5769
21260,107338,566,TOZSORAN PANASONIC MC-CL571A149,MƏİŞƏT TEXNİKASI,2,11/02/2022 03:56,229.0,6382
21261,374175,1148,MILKA SÜDLÜ ŞOKOLAD PLİTKASI 250 QR,ŞİRNİYYAT,3,03/30/2022 22:39,8.99,8735
21262,970107,318,OSTANKİNO SOÇNIYE SOSİS 450 QR,QASTRONOMİYA,5,08/30/2022 14:40,8.95,5207
21263,145137,2297,HEAD&SHOULDERS ŞAMPUN SİTRUS 600 ML,ŞƏXSİ BAXIM,1,10/08/2022 16:26,13.59,3919
21264,973078,3046,WINSTON XSTYLE SILVER SIQARET,SİQARETLƏR,3,10/04/2022 00:12,3.7,5150
21265,806254,1679,ARIEL TOZ RƏNGLİ PALTARLAR ÜÇÜN 3 KG,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,11/26/2022 16:14,19.99,7901
21266,396916,1308,KOTEX GÜNDƏLİK BEZİ AKTİV DEO 48PƏD,ŞƏXSİ BAXIM,4,08/19/2022 03:42,5.79,1645
21267,776678,14,HUGGIES MEGA USAQ BEZİ QIZ ÜÇÜN N3 80ED,KÖRPƏ VƏ UŞAQLAR,2,02/05/2023 21:03,41.79,3756
21268,439414,621,HSIRECEKEN KENWOOD JE680,MƏİŞƏT TEXNİKASI,4,12/04/2022 16:07,239.99,5739
21269,580526,203,SAB PEHRIZ KESMIK 200 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,1,10/17/2022 18:19,2.45,4970
21270,620475,3435,ZP JUQAS PENDIR 18 AY 180 QR,SÜD MƏHSULLARI VƏ YUMURTALAR,1,09/19/2022 14:46,8.79,3344
21271,152509,2900,ULKER ALBENİ ŞOKOLAD BATONU 31 QR,ŞİRNİYYAT,5,05/13/2022 09:44,0.7,3798
21272,534579,1049,GARNIER COLOR NATURALS SAÇ BOYASI ZƏRİF QARA 2.0,ŞƏXSİ BAXIM,2,09/20/2022 07:00,5.35,2877
21273,743867,57,GERBER TƏRƏVƏZ PÜRESİ KÖK 4 AYDAN 80 QR,KÖRPƏ VƏ UŞAQLAR,2,12/09/2022 19:04,2.99,5225
21274,207170,2971,LD CLUB BLUE SIQARET,SİQARETLƏR,3,12/14/2022 08:29,3.3,4998
21275,347071,998,BONDUELLE AĞ LOBYA 425ML TNK,BAQQALİYƏ,2,05/25/2022 20:22,3.29,3374
21276,551504,742,PEPSI LAYM  2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",1,03/02/2023 23:51,2.0,5303
21277,227196,304,REMİT SERVELAT 400 QR,QASTRONOMİYA,4,08/02/2022 05:16,19.99,2208
21278,725998,2117,SAMSUNG SM-A127 4GB/64GB RED,MƏİŞƏT TEXNİKASI,2,05/26/2022 00:18,379.0,3004
21279,236300,2671,MAGNA CARBON NANO BLACK SİQARET,SİQARETLƏR,4,08/15/2022 16:52,2.3,2505
21280,116547,2580,ETİ HOŞBEŞ KAKAOLU VAFLİ 142 QR,ŞİRNİYYAT,2,06/21/2022 09:10,1.45,8618
21281,626657,696,MASTER QARA TUM  70 QR,ŞİRNİYYAT,2,08/02/2022 08:47,0.59,7165
21282,298190,3095,HUGGIES ULTRA COMFORT UŞAQ BEZİ N5 12-22 KQ QIZLAR ÜÇÜN 15 ƏDƏD,KÖRPƏ VƏ UŞAQLAR,5,02/08/2023 03:14,12.39,5467
21283,406005,1894,DISHWASHER SAMSUNG DW60M5042FW/TR,MƏİŞƏT TEXNİKASI,1,08/30/2022 07:19,899.0,3454
21284,436226,1026,PROSTOKVASHINO SUD 2 5% 950 ML,SÜD MƏHSULLARI VƏ YUMURTALAR,2,02/27/2023 23:49,5.2,9972
21285,656623,1766,FRUKTOVIY SAD MULTIMEYVƏ NEKTARI  2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,05/28/2022 13:32,4.15,3308
21286,634569,275,OVQAT SOBA SOSİS UŞAQLAR ÜÇÜN PC,QASTRONOMİYA,4,10/27/2022 22:36,12.89,5690
21287,847787,931,LAIMON FRESH SƏRİNLƏŞDİRİCİ İÇKİ 0.25 LT,ALKOQOLSUZ İÇKİLƏR,4,12/25/2022 07:11,1.09,8892
21288,433654,102,RAMSUD KESMIK 1KQ,SÜD MƏHSULLARI VƏ YUMURTALAR,2,06/01/2022 19:18,4.59,1180
21289,318813,2552,TURK PAXLAVASI KQ,UN VƏ QƏNNADI MƏHSULLARI,3,01/03/2023 12:45,14.59,4936
21290,774038,1743,AHMAD ÇAY CEYLON 500QR QUTU,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",2,03/21/2022 01:23,20.3,2540
21291,489824,1348,GARNIER COLOR NATURALS SAÇ BOYASI N1001,ŞƏXSİ BAXIM,1,04/30/2022 11:12,5.35,5730
21292,869117,2215,GILTEKS 1NEFERLIK AG CARSAF 180X220,TEKSTİL,3,10/18/2022 12:44,11.99,6324
21293,295795,3630,QABIRĞA STEYK QUTU,ƏT VƏ TOYUQ,1,05/28/2022 21:14,48.99,1709
21294,587108,1339,GARNIER COLOR NATURALS SAÇ BOYASI N1000,ŞƏXSİ BAXIM,4,04/05/2022 21:08,5.35,3312
21295,391645,2720,UTYONOK HAMAM TƏMİZLƏYİCİ VASİTƏ SUPER GÜC 900 ML,EV TƏMİZLİYİ VƏ AKSESUARLARI,2,10/10/2022 13:57,6.99,6612
21296,912849,356,SIRAB QAZLI SU 0.2 LT,ALKOQOLSUZ İÇKİLƏR,3,02/16/2023 22:06,0.6,6595
21297,158562,711,BELOCKA GUNEBAXAN TUMU  50 QR,ŞİRNİYYAT,4,03/10/2022 17:15,0.39,2839
21298,508504,3507,SAMSUNG SM-T225 4/64GB GREY,MƏİŞƏT TEXNİKASI,3,12/20/2022 22:12,419.0,1018
21299,397541,2097,MEYSƏRİ SƏNƏM ÇƏHRAYI ŞƏRAB 0.75 LT,SPİRTLİ İÇKİLƏR,1,03/06/2022 18:27,22.69,1833
21300,709568,407,BISMAK QARACA KREMLİ PEÇENYE 90 QR,ŞİRNİYYAT,4,11/21/2022 02:30,0.65,6012
21301,398561,2759,GILTEKS 1NEFERLIK BOZ CARSAF 100X200,TEKSTİL,5,10/01/2022 22:06,18.99,1817
21302,216457,3476,SAMSUNG SM-A217 3GB/32GB BLACK,MƏİŞƏT TEXNİKASI,5,01/08/2023 18:32,409.0,9679
21303,830815,3243,MILLI PREMİUM DANA SOSİS KQ,QASTRONOMİYA,2,01/26/2023 22:18,17.15,2691
21304,504557,3609,BERG SKYLINE ENERJI İÇKİSI  0.449 LT,ALKOQOLSUZ İÇKİLƏR,3,06/02/2022 07:42,1.0,5439
21305,619713,385,KREKİ CUBUQ TOMATLI 45 QR,ŞİRNİYYAT,4,11/23/2022 15:40,0.45,6012
21306,897684,2949,SNİCKERS FINDIQLI ŞOKOLAD BATONU 81 QR,ŞİRNİYYAT,2,10/18/2022 00:41,1.6,2861
21307,880649,2783,GILTEKS 2NEFERLIK AG CARSAF 240X260,TEKSTİL,3,03/25/2022 05:37,15.99,2712
21308,216140,2019,NESTLE NESCAFE KLASSIK QƏHVƏ 130Q PAKET,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",2,01/26/2023 20:07,7.09,7972
21309,773403,1009,SAVUSHKIN SUD 3 1% 1LT,SÜD MƏHSULLARI VƏ YUMURTALAR,4,08/16/2022 08:23,3.55,8578
21310,958852,2199,GILTEKS 1NEFERLIK BOZ CARSAF 100X200,TEKSTİL,2,03/12/2023 21:11,18.99,3322
21311,342561,179,REXONA SPREY DEO 150 ML,ŞƏXSİ BAXIM,2,03/12/2023 17:28,4.45,1179
21312,476830,534,BUXARLI UTU AD 5030 ADLER,MƏİŞƏT TEXNİKASI,4,11/19/2022 12:18,59.0,1305
21313,868915,65,ORAL-B DİŞ MƏCUNU UŞAQ ÜÇÜN 0-2 YAŞ 75 ML,KÖRPƏ VƏ UŞAQLAR,5,07/18/2022 13:48,3.69,9506
21314,333486,2858,GOPLANA KLASSİK ŞOKOLAD PLİTKASI 90 QR,ŞİRNİYYAT,1,12/27/2022 02:35,2.19,2812
21315,601524,3781,SVABODA DUŞ GELİ LAVANDA VƏ ROZMARİN QATQILI 430 ML,ŞƏXSİ BAXIM,3,12/08/2022 05:28,3.65,6011
21316,375709,1121,LAYS PENDİRLİ ÇUBUQLAR 65 QR,ŞİRNİYYAT,2,08/03/2022 22:40,1.75,5643
21317,646239,732,COCA-COLA ŞƏKƏRSİZ  1.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",4,05/19/2022 02:44,1.7,6999
21318,207512,3587,SIRAB QAZSIZ SU 1.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",2,10/31/2022 16:09,0.95,3855
21319,406493,1186,ETI KRAX ACI BAHARATLI ÇUBUQ 50QR,ŞİRNİYYAT,3,02/16/2023 02:36,0.75,3780
21320,834132,419,ETI KRAX ƏDVİYYATLI  ÇUBUQ 136QR,ŞİRNİYYAT,1,08/20/2022 02:46,1.45,7997
21321,508516,1529,YORK TƏMİZLİK ƏLCƏYİ M,EV TƏMİZLİYİ VƏ AKSESUARLARI,2,03/14/2023 23:15,1.49,7824
21322,262774,1925,WASHING MACHINE FINLUX F40610S,MƏİŞƏT TEXNİKASI,3,09/07/2022 12:06,469.0,9823
21323,774680,434,PRIL QABYUYAN MAYE KALSİUM 450 ML,EV TƏMİZLİYİ VƏ AKSESUARLARI,5,06/20/2022 09:12,1.75,4083
21324,691719,2448,BOUNTY KG,ŞİRNİYYAT,2,03/19/2023 01:33,19.99,6870
21325,122769,1662,PERSIL YUYUCU TOZ 3 KG,EV TƏMİZLİYİ VƏ AKSESUARLARI,3,03/04/2023 21:43,18.99,8823
21326,215227,2859,CACHET ORGANİK ALBALILI VƏ BADAMLI TÜND ŞOKOLAD PLİTKASI 100 QR,ŞİRNİYYAT,2,12/03/2022 05:11,5.35,2975
21327,228284,2720,UTYONOK HAMAM TƏMİZLƏYİCİ VASİTƏ SUPER GÜC 900 ML,EV TƏMİZLİYİ VƏ AKSESUARLARI,2,04/26/2022 05:37,6.99,3568
21328,743519,3511,XIAOMI MI 11 LITE 5G NE 8/256 BLUE,MƏİŞƏT TEXNİKASI,5,03/23/2023 18:30,1149.0,1840
21329,862457,3774,CAFE MIMI KÖPÜKLƏNƏN SÜNGƏR GÖY SƏMA 60 GR,ŞƏXSİ BAXIM,2,10/03/2022 06:43,5.25,5651
21330,132846,1174,ROSSIYSKIY TÜND PLITKA ŞOKOLAD 90 QR,ŞİRNİYYAT,2,11/13/2022 04:34,1.69,2540
21331,235118,2214,GILTEKS AG ARMURLU UZ DESMALI 50X90 400GR,TEKSTİL,5,04/20/2022 16:19,3.99,2013
21332,754078,1578,ABC YUYUCU TOZ RENGLI PALT AVTOMAT 1.5KQ,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,06/22/2022 13:01,5.99,2646
21333,982334,2547,OVEN RAMAZAN LAVAS 440 QR,UN VƏ QƏNNADI MƏHSULLARI,2,06/24/2022 07:18,1.1,9786
21334,433721,501,DIROL MIX XXL ASSORTİ NANƏLİ DAD 19 QR,ŞİRNİYYAT,1,08/07/2022 14:40,0.89,5227
21335,647361,740,GÜLÜSTAN FEYXOA LIMONADI  2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",1,11/03/2022 11:13,1.85,6918
21336,923084,959,FANTA DUŞES 2 LT,ALKOQOLSUZ İÇKİLƏR,5,12/13/2022 20:44,1.89,4546
21337,567877,343,BADIMCAN KQ,MEYVƏ VƏ TƏRƏVƏZ,1,04/12/2022 19:34,4.19,9185
21338,292347,1058,PALETTE SAÇ BOYASI ICC E20 AÇICI,ŞƏXSİ BAXIM,4,04/10/2022 09:25,5.79,8659
21339,467417,3675,AQROKULTURA LEPE NOXUD 800QR PAKET,BAQQALİYƏ,3,05/17/2022 03:51,1.59,8710
21340,168994,2217,GILTEKS AG 2NEFERLIK YATAQ DESTI,TEKSTİL,5,12/07/2022 14:56,59.99,9423
21341,138855,2983,PALL MALL BLUE SIQARET,SİQARETLƏR,5,12/18/2022 02:46,2.3,5852
21342,110671,1552,PAPIA TUV.KAG.CIYELEK 4/14 (376),EV TƏMİZLİYİ VƏ AKSESUARLARI,4,01/13/2023 13:58,4.25,2357
21343,938085,2853,TV SAMSUNG UE75AU7100UXRU,MƏİŞƏT TEXNİKASI,2,07/24/2022 02:44,2999.0,3868
21344,495386,3579,SARIKIZ LIMON ƏTİRLİ QAZLI SU 0.2 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",1,10/01/2022 10:10,0.95,5674
21345,604619,732,COCA-COLA ŞƏKƏRSİZ  1.5 LT,"ÇAY, QƏHVƏ VƏ SƏRİNLƏŞDİRİCİ İÇKİLƏR",2,01/30/2023 23:55,1.7,2852
21346,154220,2591,ETİ ADİCTO İNTENSE ŞOKOLADLI KEKS 144 QR,ŞİRNİYYAT,5,09/24/2022 20:02,3.19,6943
21347,180796,1998,PALMOLIVE SABUN ALOE VƏ ZEYTUN 90 QR,ŞƏXSİ BAXIM,5,03/26/2022 07:57,4.25,8571
21348,728587,583,BLENDER MESKO MS 4060V,MƏİŞƏT TEXNİKASI,5,12/28/2022 05:27,79.99,7862
21349,838316,707,MİSTER TUM PÜSTƏ 200 QR,ŞİRNİYYAT,1,11/04/2022 07:52,12.15,2944
21350,910151,2115,TRIMMER PANASONIC ER-GB40R520,MƏİŞƏT TEXNİKASI,2,09/17/2022 16:46,159.0,6041
21351,147089,2332,YORK PAMBIQ YER BEZİ 1 ƏDƏD,EV TƏMİZLİYİ VƏ AKSESUARLARI,4,05/27/2022 21:00,2.19,5790
21352,927197,1037,PALETTE SAÇ BOYASI ICC RF3 QIRMIZI NAR,ŞƏXSİ BAXIM,5,12/29/2022 11:38,5.79,7168
21353,934534,1404,BELIY VOLK DEKORLU ARAQ 1 LT,SPİRTLİ İÇKİLƏR,3,03/31/2023 06:53,13.05,2330
21354,470296,3010,VOGUE SUPERSLIMS MENTOL KAPSUL SİQARET,SİQARETLƏR,3,03/07/2022 22:03,3.6,8384
21355,667530,2805,BAMBU YASTIQ 50*70,TEKSTİL,2,11/25/2022 22:20,12.99,6635
21356,568662,1340,KOTEX ULTRA QURU GİGİYENİK BEZ 20 ƏDƏDLİ,ŞƏXSİ BAXIM,5,03/14/2023 11:52,4.35,5601
21357,268219,3511,XIAOMI MI 11 LITE 5G NE 8/256 BLUE,MƏİŞƏT TEXNİKASI,5,11/06/2022 10:48,1149.0,9465
